Tên phim,ID phim,Đạo diễn,Diễn viên chính,Thể loại phim,Thời lượng (phút),Độ phổ biến,Năm phát hành,Link Poster,Link Backdrop,Điểm đánh giá,Mô tả
Stitch Head,1214130,Steve Hudson,"Asa Butterfield, Joel Fry, Alison Steadman, Rob Brydon, Seth Usdenov","Phim Hoạt Hình, Phim Phiêu Lưu, Phim Gia Đình, Phim Hài",92,68.2814,2025,https://image.tmdb.org/t/p/w500/p0ZOIaQ8oLEGmQVrYcmvIOUuSqs.jpg,https://image.tmdb.org/t/p/original/zIFFlcvilrrbUlveEbIsFAtUfGT.jpg,6.444,
End of Loyalty,1096563,Hiroshi Katagiri,"Braxton Angle, Justice Joslin, Simon Phillips, Tenley Kellogg, 生島翔","Phim Hình Sự, Phim Hành Động",90,55.2219,2023,https://image.tmdb.org/t/p/w500/c4QA1rFQcyBZKaOOdUrDeL1G9Er.jpg,https://image.tmdb.org/t/p/original/qskMJe62v9kPj4tD9UawIGW0WxD.jpg,5.429,
หมู่บ้านโคกะโหลก,1215106,พชร์ อานนท์,"แจ๊ส ชวนชื่น, ณฉัตร จันทพันธ์, กรรชัย กำเนิดพลอย, กพล ทองพลับ, องอาจ เจียมเจริญพรกุล","Phim Hài, Phim Kinh Dị, Phim Gây Cấn",99,54.5805,2025,https://image.tmdb.org/t/p/w500/pRWBabtsYvqpPmxNYcejIUe6lc3.jpg,https://image.tmdb.org/t/p/original/4IB1h88hurwGtX9cdxXmgNImNtW.jpg,3.8,
Người Hùng Thời Tận Thế,507244,J.J. Perry,"Dave Bautista, Ольга Куриленко, Kristofer Hivju, Samuel L. Jackson, Daniel Bernhardt","Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Hài",105,57.6443,2025,https://image.tmdb.org/t/p/w500/6bZG08UKAQLe6btFs85wEcUARHA.jpg,https://image.tmdb.org/t/p/original/kHOfxq7cMTXyLbj0UmdoGhT540O.jpg,6.895,"Sau một trận bão mặt trời tàn phá bán cầu Đông của Trái Đất, nhân loại rơi vào hỗn loạn. Giữa đống đổ nát, một thợ săn kho báu liều lĩnh lên đường đến châu Âu để truy tìm bức tranh Mona Lisa. Nhưng hành trình nhanh chóng vượt khỏi mục tiêu ban đầu – giờ đây, anh phải trở thành người hùng mà thế giới đang tuyệt vọng cần đến."
Đứa Trẻ Bị Đánh Cắp,1280450,James Kent,"Kate Beckinsale, Scott Eastwood, Jordan Duvigneau, Matt Craven, Nowar Yusuf","Phim Gây Cấn, Phim Hành Động, Phim Phiêu Lưu",110,44.2957,2025,https://image.tmdb.org/t/p/w500/fDq4KnILI4F2UT8lWz9baQboPWc.jpg,https://image.tmdb.org/t/p/original/qcDDn7WeKBenM4nLlOPXAeJ4hpg.jpg,6.537,"Năm 1993, cô bé Amina, 6 tuổi, bị cha ruột là Karim bí mật đưa ra khỏi đất nước, để lại mẹ cô – Maureen – trong tuyệt vọng. Suốt nhiều năm, Maureen tìm kiếm con trong vô vọng. Cho đến khi cô gặp một người đàn ông tự xưng là “truy tìm chuyên nghiệp” — kẻ chuyên giải cứu những đứa trẻ bị bắt cóc xuyên quốc gia. Hắn hứa sẽ giúp Maureen đoàn tụ với con gái, với điều kiện cô phải hợp tác trong một phi vụ khác..."
Giải Grand Prix Châu Âu,1316147,Waldemar Fast,"Gemma Arterton, Thomas Brodie-Sangster, Hayley Atwell, Lenny Henry, Rob Beckett","Phim Hoạt Hình, Phim Phiêu Lưu, Phim Hài",98,50.0969,2025,https://image.tmdb.org/t/p/w500/jGGEqRaHAJ1pKJBj35WVxDyQBNw.jpg,https://image.tmdb.org/t/p/original/keToI4XlwYVtImAXjoeoaLJKnfc.jpg,7.3,
Kryptic,1229910,Kourtney Roy,"Chloe Pirrie, Jeff Gladstone, Jason Deline, Ali Rusu-Tahir, Kamantha Naidoo","Phim Kinh Dị, Phim Gây Cấn, Phim Chính Kịch",96,47.0701,2025,https://image.tmdb.org/t/p/w500/tO4PLOx2Ey9PZunmwEAsGhc4Ah0.jpg,https://image.tmdb.org/t/p/original/m9k4N5KKGzSyJRyzvYfF0FUmyv8.jpg,5.056,
Thế Giới Khủng Long: Tái Sinh,1234821,Gareth Edwards,"Scarlett Johansson, Mahershala Ali, Jonathan Bailey, Rupert Friend, Manuel Garcia-Rulfo","Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu, Phim Hành Động",134,52.8867,2025,https://image.tmdb.org/t/p/w500/2IVVciw7dPhUlNmYIaz0s1d56SZ.jpg,https://image.tmdb.org/t/p/original/fQOV47FHTJdaSuSUNlzP3zXUZWE.jpg,6.384,"Thế Giới Khủng Long: Tái Sinh lấy bối cảnh 5 năm sau phần phim Thế Giới Khủng Long: Lãnh Địa, môi trường Trái đất đã chứng tỏ phần lớn là không phù hợp với khủng long. Nhiều loài thằn lằn tiền sử được tái sinh đã chết. Những con chưa chết đã rút lui đến một vùng nhiệt đới hẻo lánh gần phòng thí nghiệm. Địa điểm đó chính là nơi bộ ba Scarlett Johansson, Mahershala Ali và Jonathan Bailey dấn thân vào một nhiệm vụ cực kỳ hiểm nguy."
Superman,1061474,James Gunn,"David Corenswet, Rachel Brosnahan, Nicholas Hoult, Edi Gathegi, Nathan Fillion","Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu, Phim Hành Động",130,52.2733,2025,https://image.tmdb.org/t/p/w500/f4hJ5yVSiOSnW9S6vtoGlNYvW5J.jpg,https://image.tmdb.org/t/p/original/eU7IfdWq8KQy0oNd4kKXS0QUR08.jpg,7.414,"Superman cố gắng can thiệp vào một cuộc khủng hoảng toàn cầu do Lex Luthor gây ra, nhưng lại bị công chúng hiểu lầm. Mọi chuyện trở nên nghiêm trọng hơn khi Luthor tạo ra một bản sao đen tối của Superman – Ultraman. Với sự giúp đỡ của Lois Lane và chú chó siêu năng lực Krypto, Superman phải đối mặt với chính bản ngã của mình để giành lại niềm tin từ nhân loại."
Martin,861451,A. P. Arjun,"Dhruva Sarja, Vaibhavi Shandilya, Anveshi Jain, Giorgia Andriani, Chikkanna","Phim Hành Động, Phim Chính Kịch, Phim Gây Cấn",147,49.6813,2024,https://image.tmdb.org/t/p/w500/rmCJCFrEwPC0u0Y1smihwDo4Cf1.jpg,https://image.tmdb.org/t/p/original/42xAe6kVeTjml9Tww6vRoWa5tay.jpg,4.063,
Rắc rối sâm panh,1323475,Mark Steven Johnson,"Minka Kelly, Tom Wozniczka, Xavier Samuel, Flula Borg, Thibault de Montalembert","Phim Lãng Mạn, Phim Hài",99,54.872,2025,https://image.tmdb.org/t/p/w500/a66w2eVNFHMgevJlw0d6f4TTrrD.jpg,https://image.tmdb.org/t/p/original/4FzoxZAJnhpoeYHexQCHorsWLxB.jpg,6.554,Một giám đốc điều hành người Mỹ đầy nhiệt huyết đến Paris với quyết tâm mua lại một thương hiệu sâm panh trước Giáng sinh – rồi vô tình phải lòng người thừa kế đế chế sâm panh đó.
Hunting Grounds,1305717,Derek Barnes,"Emily Alatalo, Tim Rozon, Patrick Garrow, Jon McLaren, Milton Barnes","Phim Hành Động, Phim Gây Cấn",89,47.2671,2025,https://image.tmdb.org/t/p/w500/cgZjpqRQt9sk6XMCwZ3B1NPAaoy.jpg,https://image.tmdb.org/t/p/original/1leYKN0DPNffpldGnCWnbXaiWoD.jpg,6.7,
Không Còn Lựa Chọn,639988,박찬욱,"이병헌, Son Ye-jin, 박희순, 이성민, 염혜란","Phim Hình Sự, Phim Gây Cấn, Phim Hài",139,48.694,2025,https://image.tmdb.org/t/p/w500/9w7WGjQes0Cs0s4U3Qr09Tg1Sra.jpg,https://image.tmdb.org/t/p/original/uarnMfwwUUkFXjvwKumtjj8TkMY.jpg,7.8,"Man Soo (Lee Byung Hun), một nhân viên văn phòng bỗng chốc bị sa thải khỏi một công ty mà anh đã gắn bó 25 năm, cuộc sống êm ấm vừa mới có được lại bị đảo ngược. Để chu toàn cho gia đình là vợ Mi Ri (Son Ye Jin) và hai con, người đàn ông này nhất quyết phải sinh tồn đến cùng, bao gồm cả việc nhận những nghề cực đoan nhất."
Spiderbabe,30471,Johnny Crash,"Erin Brown, Julian Wells, Darian Caine, Adam Cox, Christine Domaniecki","Phim Hành Động, Phim Hài, Phim Khoa Học Viễn Tưởng",89,29.7589,2003,https://image.tmdb.org/t/p/w500/mh7oL7A43NvNy1o5O2CouyoQTKl.jpg,https://image.tmdb.org/t/p/original/z9aMQn1ciokeMvY2gVBgtZ8gu2.jpg,4.432,
Con trai của ngàn người cha,1299209,Daniel Rezende,"Rodrigo Santoro, Rebeca Jamir, Miguel Martines, Johnny Massaro, Marcello Escorel",Phim Chính Kịch,126,47.5318,2025,https://image.tmdb.org/t/p/w500/lxBiUIJDwSABoYZQFdpq52RbD84.jpg,https://image.tmdb.org/t/p/original/zJyt6FnZNDLo22u8MpA8Lsg1bOl.jpg,7.364,"Ở một ngôi làng nhỏ, ngư dân cô đơn nọ khao khát có một đứa con trai rồi bị thứ ánh sáng siêu nhiên thu hút, kết nối anh với những người khác và bí mật chôn giấu từ lâu của họ."
The Virginian,249616,Thomas Makowski,"Ron Perlman, Trace Adkins, Brendan Penny, Brendan Meyer, Victoria Pratt",Phim Miền Tây,94,22.5979,2014,https://image.tmdb.org/t/p/w500/vEiSKxeAzKuWYPsOIR3FAtvLNdl.jpg,https://image.tmdb.org/t/p/original/5WjG360UnLAiSSj9NTcJle4bxnn.jpg,4.6,
Culpa nuestra,1156594,Domingo González,"Nicole Wallace, Gabriel Guevara, Gabriela Andrada, Marta Hazas, Goya Toledo","Phim Lãng Mạn, Phim Chính Kịch",112,48.0737,2025,https://image.tmdb.org/t/p/w500/6kmi6vmp6iOn4KzI7WfnVtAeJhU.jpg,https://image.tmdb.org/t/p/original/srk5NlOnpEsd0hxVFiHfhtQtfDe.jpg,7.525,"Đám cưới của Jenna và Lion vô tình trở thành chất xúc tác cho cuộc hội ngộ định mệnh giữa Noah và Nick – hai người từng yêu nhau say đắm nhưng chia tay trong tổn thương. Nick, người thừa kế một đế chế kinh doanh lừng lẫy, vẫn chưa thể tha thứ cho quá khứ. Còn Noah, cô gái đang chập chững trên con đường sự nghiệp, cố gắng chôn giấu cảm xúc chưa từng nguôi. Khi ánh mắt họ chạm nhau lần nữa, quá khứ và hiện tại hòa vào nhau – liệu tình yêu có đủ sức xóa nhòa những vết thương cũ, hay hận thù sẽ lại chia cách họ một lần nữa?"
"Nếu Tôi Có Chân, Tôi Sẽ Đá Cô",1160360,Mary Bronstein,"Rose Byrne, Conan O'Brien, A$AP Rocky, Danielle Macdonald, Delaney Quinn","Phim Chính Kịch, Phim Gây Cấn, Phim Hài",113,47.1268,2025,https://image.tmdb.org/t/p/w500/gkIFK1HzqfgQg4v4ifeNKogHtPG.jpg,https://image.tmdb.org/t/p/original/hHN4iGAu0sCYvR0oaFmemKXDnVV.jpg,6.6,"Khi cuộc sống dần sụp đổ, Linda cố gắng chật vật đối mặt với căn bệnh bí ẩn của con mình, một người chồng vắng mặt, một vụ mất tích không lời giải, và mối quan hệ ngày càng căng thẳng với chính nhà trị liệu của cô."
F1 Phim Điện Ảnh,911430,Joseph Kosinski,"Brad Pitt, Damson Idris, Javier Bardem, Kerry Condon, Tobias Menzies","Phim Hành Động, Phim Chính Kịch",156,44.9922,2025,https://image.tmdb.org/t/p/w500/14qIfiKSoN9AYvpT9pSU5rieSE7.jpg,https://image.tmdb.org/t/p/original/lkDYN0whyE82mcM20rwtwjbniKF.jpg,7.802,"Phim kể về Sonny Hayes (do Brad Pitt thủ vai), một cựu tay đua F1 lão làng, người đã rời xa đường đua sau một tai nạn kinh hoàng. Anh được thuyết phục quay trở lại thế giới tốc độ để cố vấn cho một tay đua trẻ tuổi, đầy triển vọng nhưng cũng rất liều lĩnh. Cùng nhau, họ phải đối mặt với những thách thức khốc liệt của giải đấu F1, cạnh tranh với những tay đua hàng đầu thế giới và khám phá lại niềm đam mê, đồng thời tìm cách vượt qua những giới hạn của bản thân. Phim hứa hẹn sẽ mang đến những cảnh quay chân thực và những pha đua xe mãn nhãn, được quay ngay trên các đường đua F1 thật sự."
Quái Thú Vô Hình,106,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo, Bill Duke","Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Phiêu Lưu, Phim Gây Cấn",107,44.8801,1987,https://image.tmdb.org/t/p/w500/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,https://image.tmdb.org/t/p/original/70cezTFUmtijJLqnZw02gQlKVKJ.jpg,7.541,"Predator (tên tiếng Việt là Quái vật ăn thịt hay Quái vật vô hình) là bộ phim khoa học viễn tưởng, hành động Mỹ. Bộ phim xoay quanh trung đội đặc nhiệm của thiếu tá Alan ""Dutch"" Schaefer được lệnh tới khu vực rừng nhiệt đới ở biên giới giải cứu một bộ trưởng bị phiến quân Guatemala bắt cóc. George Dillon, một điệp viên của CIA, được phái tới để hỗ trợ nhóm đặc nhiệm. Họ di chuyển bằng trực thăng tới vùng hoạt động của lực lượng phiến loạn.Chỉ ít lâu sau khi đặt chân vào rừng rậm, cả nhóm nhận ra mình đang bị rơi vào cạm bẫy chết chóc. Duy có điều, kẻ săn mồi này lại đến từ ngoài trái đất. Trong trạng thái hoang mang tột độ, họ chụm đầu vào nhau để tìm biện pháp đối phó ..."
風都探偵 仮面ライダースカルの肖像,1310672,椛島洋介,"津田健次郎, 細谷佳正, 内山昂輝, 関根明良, 小松未可子","Phim Hoạt Hình, Phim Hành Động, Phim Phiêu Lưu, Phim Hài",82,37.3949,2024,https://image.tmdb.org/t/p/w500/fZ5Rl7b8ZeFuVjXpsybswT8kbBg.jpg,https://image.tmdb.org/t/p/original/AwgmO9qXGTp9q1jyzWhgOTBDgrN.jpg,7.9,
Dracula,1246049,Luc Besson,"Caleb Landry Jones, Zoë Bleu Sidel, Christoph Waltz, Matilda De Angelis, Ewens Abid","Phim Kinh Dị, Phim Giả Tượng, Phim Lãng Mạn",129,47.2572,2025,https://image.tmdb.org/t/p/w500/vevuZVvb72VrbDzHiz4D8Z8XuGF.jpg,https://image.tmdb.org/t/p/original/nt0HRxlzOXRpPJtl2FmeBCO6MeR.jpg,7.057,
Siêu Anh Hùng Bá Dơ,338969,Macon Blair,"Peter Dinklage, Jacob Tremblay, Taylour Paige, Julia Davis, Jonny Coyne","Phim Hành Động, Phim Hài, Phim Khoa Học Viễn Tưởng",102,41.6584,2025,https://image.tmdb.org/t/p/w500/cCWojb6N9UcTzNVtS4bOM3vQ30x.jpg,https://image.tmdb.org/t/p/original/hFNdzos50yMPgGYJAWNrfWrLns4.jpg,6.2,"Winston Gooze, một lao công làm việc tại công ty hóa chất BTH, bị chẩn đoán mắc bệnh não và không được bảo hiểm chi trả.Khi cố gắng tìm cách cứu mạng sống, anh bị lừa và bị sát hại rồi ném xuống thùng chất độc — nhưng chất độc biến anh thành một sinh vật biến dị với sức mạnh siêu nhiên, gọi là “Toxie”.Toxie dùng sức mạnh mới để chống lại"
Furioza 2,1072699,Cyprian T. Olencki,"Mateusz Damięcki, Szymon Bobrowski, Pola Gonciarz, Weronika Książkiewicz-Nathaniel, Łukasz Simlat","Phim Hành Động, Phim Hình Sự, Phim Gây Cấn",166,42.7196,2025,https://image.tmdb.org/t/p/w500/yOLnV1lM3NuMsgYwIhz454fQRgt.jpg,https://image.tmdb.org/t/p/original/2yo2k8CmgZxfBQYAZ8TnHIYzEme.jpg,6.554,"Sau vụ giết người, thủ lĩnh mới của Furioza, Golden, nắm quyền điều hành băng đảng côn đồ hung bạo và đáng gờm của mình rồi chuyển hướng sang hoạt động xuyên biên giới."
The Dogs,1081208,Valerie Buhagiar,"Donovan Colan, Kathleen Munroe, Kristen Holden-Ried, Stuart Hughes, Asher Grayson","Phim Kinh Dị, Phim Gây Cấn, Phim Bí Ẩn",97,37.1886,2025,https://image.tmdb.org/t/p/w500/kz6oqKyKCjmR8V1JdnF9brp9DSn.jpg,https://image.tmdb.org/t/p/original/48LdnfGahm8LuM2cg7LFWEmrTEd.jpg,6.5,
Ranh Giới Điên Loạn,1548092,Rodrigo García,"Cassandra Ciangherotti, Alfredo Castro, Ángeles Cruz, Natalia Solián, Ilse Salas",Phim Chính Kịch,121,40.9167,2025,https://image.tmdb.org/t/p/w500/8DkQBVesn5ihgYSD66JE7gigzGt.jpg,https://image.tmdb.org/t/p/original/nI0AZlFksZ5oIRhSohUag45Fp6H.jpg,5.9,"Sáu người phụ nữ gắn bó với nhau nhờ một ""người bạn"" chung – sự điên rồ. Nó ghé thăm từng người, thúc đẩy họ nhìn thấu thực tại, đưa ra quyết định táo bạo và thay đổi cuộc đời."
Tội Lỗi,1010581,Domingo González,"Nicole Wallace, Gabriel Guevara, Marta Hazas, Iván Sánchez, Eva Ruiz","Phim Chính Kịch, Phim Lãng Mạn, Phim Gây Cấn",117,44.4795,2023,https://image.tmdb.org/t/p/w500/3Kjcu12lIy0dCQA1756e9zG2slc.jpg,https://image.tmdb.org/t/p/original/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,7.764,"Cô nàng Noah buộc phải bỏ lại thị trấn, bạn trai và bạn bè thân để chuyển đến dinh thự của người cha dượng giàu có. Ở đó, cô gặp người anh kế mới Nick và tính cách của họ xung đột ngay từ đầu. Tuy nhiên, sự hấp dẫn của họ đối với nhau dần dần biến thành một mối tình bị cấm đoán!"
Đêm Thánh: Đội Săn Quỷ,793387,Lim Dae-hee,"Ma Dong seok, 서현, 이다윗, 경수진, 정지소","Phim Hành Động, Phim Giả Tượng, Phim Kinh Dị, Phim Gây Cấn",92,42.7326,2025,https://image.tmdb.org/t/p/w500/fWJGqsrBTaB0pjl7JEqbcYg4BBH.jpg,https://image.tmdb.org/t/p/original/5A01YSCPYoCOZOhh9tU7F3Htxkf.jpg,6.674,"Đêm Thánh Đội Săn Quỷ là bộ phim Hàn mới nhất với sự góp mặt của ông chú Ma Dong Seok. Seoul chìm trong hỗn loạn khi một mạng lưới tội phạm tôn thờ ma quỷ xuất hiện. Trong sự cầu xin tuyệt vọng để được cứu rỗi, cảnh sát buộc phải nhờ đến ‘Đêm Thánh’, một bộ ba thợ săn quỷ được trang bị sức mạnh siêu nhiên. Liệu ‘Đêm Thánh’ có thể chinh phục ách thống trị của quỷ dữ và khôi phục trật tự cho thành phố?"
Avengers 1:Biệt Đội Siêu Anh Hùng,24428,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson","Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Phiêu Lưu",143,43.0919,2012,https://image.tmdb.org/t/p/w500/rX46P5ZwcHOvrkhtYDYhnNf46Bo.jpg,https://image.tmdb.org/t/p/original/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,7.856,"The Avengers là bộ phim giả tưởng kể về một nhóm siêu anh hùng với những khả năng đặc biệt, họ bao gồm: Người Sắt, Thor, Đội trưởng Mỹ, và Người Khổng Lồ Xanh Hulk cùng tham gia với tổ chức bảo vệ thế giới SHIELD. Mục đích của SHIELD là nhằm bảo vệ Trái Đất khỏi âm mưu hủy hoại của những thế lực xấu từ ngoài địa cầu mà kẻ cầm đầu là Loki."
Primitive War,1257009,Luke Sparke,"Jeremy Piven, Tricia Helfer, Ryan Kwanten, Nick Wechsler, Anthony Ingruber","Phim Hành Động, Phim Kinh Dị, Phim Chiến Tranh",133,42.116,2025,https://image.tmdb.org/t/p/w500/7eKt7FpNgSGCKnwyeOnlC7usf2V.jpg,https://image.tmdb.org/t/p/original/bWF5ImUscXXYia8owpm8coadR4m.jpg,6.838,
Kẻ Vô Danh 2,1007734,Timo Tjahjanto,"Bob Odenkirk, Connie Nielsen, John Ortiz, Colin Hanks, RZA","Phim Hành Động, Phim Gây Cấn",89,41.5883,2025,https://image.tmdb.org/t/p/w500/9XaZi0nz8iHPuWW0xjFSCSc5PAs.jpg,https://image.tmdb.org/t/p/original/82C04rTiXYZ7c8XZv91Nu53w82Y.jpg,7.063,"Kẻ Vô Danh 2 (Nobody 2) đánh dấu sự trở lại của Bob Odenkirk trong vai Hutch Mansell – người cha tưởng chừng bình thường nhưng ẩn chứa quá khứ sát thủ đầy nguy hiểm. Sau những sự kiện trong phần đầu tiên, Hutch cùng gia đình quyết định tận hưởng một kỳ nghỉ yên bình. Tuy nhiên, quá khứ đen tối của anh nhanh chóng quay trở lại, kéo theo những mối đe dọa mới."
లైలా,1403735,Ram Narayan,"Vishwak Sen, Akansha Sharma, Babloo Prithiveeraj, Abhimanyu Singh, Vineet Kumar","Phim Hài, Phim Lãng Mạn",134,42.3261,2025,https://image.tmdb.org/t/p/w500/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg,https://image.tmdb.org/t/p/original/vNUwK5P42m81uG57kKI1WxSZwIQ.jpg,5.2,
Thành Phố Động Vật: Phi Vụ Động Trời,269149,Byron Howard,"Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence","Phim Hoạt Hình, Phim Phiêu Lưu, Phim Gia Đình, Phim Hài",109,44.332,2016,https://image.tmdb.org/t/p/w500/oy5mQVAmswPFwLGsDFclJvlZRkc.jpg,https://image.tmdb.org/t/p/original/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,7.8,"Trong phim này, Zootopia là một thành phố kì lạ không giống bất kì thành phố nào trước đây của hãng Walt Disney sáng chế. Đây là khu đô thị vui vẻ của các loài động vật, từ voi, tê giác, cho đến những loài nhỏ bé như chuột, thỏ, cún. Cho đến một ngày cô cảnh sát thỏ Judy Hopps xuất hiện, thành phố Zootopia đã có những thay đổi rất là khác. Cô cùng người bạn đồng hành là chú cáo đầy “tiểu xảo” Nick Widle, đã cùng nhau phiêu lưu trong một vụ kỳ án, với mong muốn thiết lập lại trật tự cho thành phố zootopia."
